,concept_name,count,count_emotion,count_sadness,count_joy,count_fear,count_anger,count_surprise,count_disgust,count_trust,count_anticipation,count_confusion,count_denial
1984,Vitamin supplementation,1.0,1.0,,,,,,,,,,1.0
1985,vitamin therapy,1.0,1.0,,,,,,,,,,1.0
1986,Vestibular Neuronitis,1.0,,,,,,,,,,,
1987,Dehydration,1.0,1.0,,,1.0,,,,,,,
1988,Epistaxis,1.0,,,,,,,,,,,
1989,Mycoses,1.0,1.0,,,,,,,,,1.0,
1990,prostatitis,1.0,,,,,,,,,,,
1991,Marihuana,1.0,3.0,,,1.0,,1.0,,,,1.0,
1992,Cannabis sativa plant,1.0,3.0,,,1.0,,1.0,,,,1.0,
1993,Cannabis substance,1.0,3.0,,,1.0,,1.0,,,,1.0,
1994,Marijuana Recreational Drug Use Code,1.0,3.0,,,1.0,,1.0,,,,1.0,
1995,Therapeutic,1.0,2.0,,,,,1.0,,,,1.0,
1996,Therapeutic - Location Service Code,1.0,2.0,,,,,1.0,,,,1.0,
1997,Therapeutic brand of coal tar,1.0,2.0,,,,,1.0,,,,1.0,
1998,"Stress Disorders, Traumatic",1.0,1.0,,,,1.0,,,,,,
1999,Combined Oral Contraceptives,1.0,,,,,,,,,,,
2000,cyclessa,1.0,3.0,2.0,,,,,1.0,,,,
2001,Lexapro,1.0,1.0,,,,1.0,,,,,,
2002,Sprain,1.0,,,,,,,,,,,
2003,Nitroglycerin/Sodium Citrate/Ethanol Solution,1.0,,,,,,,,,,,
2004,Upper chest pain,1.0,1.0,,,1.0,,,,,,,
2005,Dental abscess,1.0,,,,,,,,,,,
2006,Nurse Administrator,1.0,2.0,1.0,,1.0,,,,,,,
2007,Diazooxonorleucine,1.0,2.0,1.0,,1.0,,,,,,,
2008,Gynecology,1.0,1.0,,,,,,,,,,1.0
2009,Menstruation,1.0,,,,,,,,,,,
2010,Question (inquiry),1.0,2.0,,1.0,,,,,,1.0,,
2011,bout,1.0,,,,,,,,,,,
2012,glasses prescription,1.0,,,,,,,,,,,
2013,lobe,1.0,,,,,,,,,,,
2014,Trans Fatty Acids,1.0,,,,,,,,,,,
2015,Infection of ear,1.0,,,,,,,,,,,
2016,Frequently,1.0,1.0,,,1.0,,,,,,,
2017,Forehead,1.0,1.0,1.0,,,,,,,,,
2018,Osteopenia,1.0,1.0,,,,,,,,,,1.0
2019,Oral,1.0,2.0,,,,,,,,,,2.0
2020,Oral (intended site),1.0,2.0,,,,,,,,,,2.0
2021,Oral Dosage Form,1.0,2.0,,,,,,,,,,2.0
2022,Oral Route of Drug administration,1.0,2.0,,,,,,,,,,2.0
2023,Focal,1.0,1.0,,,,,,,,,1.0,
2024,Has focus,1.0,1.0,,,,,,,,,1.0,
2025,Couple (action),1.0,,,,,,,,,,,
2026,Couples (persons),1.0,,,,,,,,,,,
2027,In the past,1.0,1.0,1.0,,,,,,,,,
2028,Streptococcus,1.0,1.0,1.0,,,,,,,,,
2029,Streptococcal Infections,1.0,1.0,1.0,,,,,,,,,
2030,Act Status - new,1.0,4.0,2.0,,2.0,,,,,,,
2031,New,1.0,4.0,2.0,,2.0,,,,,,,
2032,New Lesion Identification,1.0,4.0,2.0,,2.0,,,,,,,
2033,Query Status Code - new,1.0,4.0,2.0,,2.0,,,,,,,
2034,Toothache,1.0,1.0,,,1.0,,,,,,,
2035,Astigmatism,1.0,,,,,,,,,,,
2036,Tachycardia by ECG Finding,1.0,1.0,,,,,,,,,,1.0
2037,Narcotics,1.0,3.0,1.0,,,1.0,,1.0,,,,
2038,addict,1.0,4.0,1.0,,,1.0,,1.0,,,1.0,
2039,Lung diseases,1.0,,,,,,,,,,,
2040,Entire lung,1.0,,,,,,,,,,,
2041,Catabolism,1.0,,,,,,,,,,,
2042,"Intestines, Small",1.0,,,,,,,,,,,
2043,Kidney,1.0,1.0,,,1.0,,,,,,,
2044,Both kidneys,1.0,1.0,,,1.0,,,,,,,
2045,Disintegration (morphologic abnormality),1.0,,,,,,,,,,,
2046,Disorder of small intestine,1.0,,,,,,,,,,,
2047,Entire kidney,1.0,,,,,,,,,,,
2048,Entire small intestine,1.0,,,,,,,,,,,
2049,musculoskeletal problem,1.0,2.0,,,1.0,,,,,,1.0,
2050,Ambien,1.0,,,,,,,,,,,
2051,Carney Complex,,1.0,1.0,,,,,,,,,
2052,Automobiles,,1.0,1.0,,,,,,,,,
2053,Accidents,,2.0,1.0,,,,1.0,,,,,
2054,CARONTE,,1.0,1.0,,,,,,,,,
2055,Car - Mode of Arrival Code,,1.0,1.0,,,,,,,,,
2056,Chimeric antigen receptor,,1.0,1.0,,,,,,,,,
2057,"Coxsackievirus and Adenovirus Receptor, human",,1.0,1.0,,,,,,,,,
2058,CONTROL veterinary product,,3.0,1.0,,2.0,,,,,,,
2059,Control - Relationship modifier,,3.0,1.0,,2.0,,,,,,,
2060,Control function,,3.0,1.0,,2.0,,,,,,,
2061,Scientific Control,,3.0,1.0,,2.0,,,,,,,
2062,Study Control,,3.0,1.0,,2.0,,,,,,,
2063,True Control Status,,3.0,1.0,,2.0,,,,,,,
2064,control aspects,,3.0,1.0,,2.0,,,,,,,
2065,control substance,,3.0,1.0,,2.0,,,,,,,
2066,Usual,,2.0,1.0,,,,1.0,,,,,
2067,Data types - Money,,1.0,1.0,,,,,,,,,
2068,Money,,1.0,1.0,,,,,,,,,
2069,Value type - Money,,1.0,1.0,,,,,,,,,
2070,Effexor,,2.0,1.0,,1.0,,,,,,,
2071,Sweating,,2.0,1.0,,,1.0,,,,,,
2072,Sweat,,2.0,1.0,,,1.0,,,,,,
2073,Specimen Source Codes - Sweat,,2.0,1.0,,,1.0,,,,,,
2074,Specimen Type - Sweat,,2.0,1.0,,,1.0,,,,,,
2075,Terminally Ill,,2.0,1.0,,1.0,,,,,,,
2076,Single mother,,2.0,1.0,,1.0,,,,,,,
2077,Structure of diencephalon,,1.0,1.0,,,,,,,,,
2078,Ever,,2.0,1.0,,,1.0,,,,,,
2079,Father (person),,5.0,1.0,,3.0,,,1.0,,,,
2080,Father - courtesy title,,5.0,1.0,,3.0,,,1.0,,,,
2081,Indirect exposure mechanism - Father,,5.0,1.0,,3.0,,,1.0,,,,
2082,Relationship - Father,,5.0,1.0,,3.0,,,1.0,,,,
2083,Domestic abuse,,1.0,1.0,,,,,,,,,
2084,Not well,,1.0,1.0,,,,,,,,,
2085,Lot (entire collection),,5.0,4.0,,,1.0,,,,,,
2086,Lot Number,,5.0,4.0,,,1.0,,,,,,
2087,Stock (in-store merchandise),,5.0,4.0,,,1.0,,,,,,
2088,nucleus of the lateral olfactory tract,,5.0,4.0,,,1.0,,,,,,
2089,School,,1.0,1.0,,,,,,,,,
2090,Miss - Title,,1.0,1.0,,,,,,,,,
2091,Deterioration of status,,3.0,1.0,,1.0,,,,,,,1.0
2092,Observation Interpretation - worse,,3.0,1.0,,1.0,,,,,,,1.0
2093,Worse,,3.0,1.0,,1.0,,,,,,,1.0
2094,Worsening pattern,,3.0,1.0,,1.0,,,,,,,1.0
2095,Accommodation - Isolation,,1.0,1.0,,,,,,,,,
2096,Isolated,,1.0,1.0,,,,,,,,,
2097,Isolation procedure,,1.0,1.0,,,,,,,,,
2098,Level of Care - Isolation,,1.0,1.0,,,,,,,,,
2099,Privacy Level - Isolation,,1.0,1.0,,,,,,,,,
2100,Specialty Type - Isolation,,1.0,1.0,,,,,,,,,
2101,isolation aspects,,1.0,1.0,,,,,,,,,
2102,Herpes Labialis,,1.0,1.0,,,,,,,,,
2103,Lethargy,,1.0,1.0,,,,,,,,,
2104,Hour,,1.0,1.0,,,,,,,,,
2105,Dental caries,,3.0,1.0,,,,,,,1.0,1.0,
2106,Structure of wisdom tooth,,3.0,1.0,,,,,,,1.0,1.0,
2107,Body cavities,,3.0,1.0,,,,,,,1.0,1.0,
2108,Cavitation,,3.0,1.0,,,,,,,1.0,1.0,
2109,Left sided,,4.0,1.0,,,,,,,1.0,2.0,
2110,Table Cell Horizontal Align - left,,4.0,1.0,,,,,,,1.0,2.0,
2111,"SLC6A2 protein, human",,1.0,1.0,,,,,,,,,
2112,"Ephrin Type-B Receptor 1, human",,1.0,1.0,,,,,,,,,
2113,NET questionnaire,,1.0,1.0,,,,,,,,,
2114,Net (qualifier),,1.0,1.0,,,,,,,,,
2115,Symptom:Find:Pt:^Patient:Nom,,5.0,3.0,,,1.0,,,,,1.0,
2116,Muscle of arm,,1.0,1.0,,,,,,,,,
2117,Damage,,2.0,1.0,,1.0,,,,,,,
2118,Tissue damage,,2.0,1.0,,1.0,,,,,,,
2119,Vascular Diseases,,1.0,1.0,,,,,,,,,
2120,Charge type - Research,,2.0,1.0,,,,,,,,,1.0
2121,Smell Perception,,2.0,1.0,,1.0,,,,,,,
2122,Strong,,2.0,1.0,,,,,,,1.0,,
2123,Very strong,,1.0,1.0,,,,,,,,,
2124,Region of vagina,,1.0,1.0,,,,,,,,,
2125,Comment,,1.0,1.0,,,,,,,,,
2126,Comment Domain,,1.0,1.0,,,,,,,,,
2127,Published Comment,,1.0,1.0,,,,,,,,,
2128,Sometimes,,3.0,1.0,,1.0,,,,,,1.0,
2129,Beliefs,,1.0,1.0,,,,,,,,,
2130,Christianity,,1.0,1.0,,,,,,,,,
2131,Christian,,1.0,1.0,,,,,,,,,
2132,Person Info,,2.0,2.0,,,,,,,,,
2133,Persons,,10.0,3.0,,1.0,2.0,1.0,,1.0,,1.0,1.0
2134,Motherhood,,2.0,1.0,,,,1.0,,,,,
2135,Stabbing pain,,1.0,1.0,,,,,,,,,
2136,Sex Differentiation Disorders,,1.0,1.0,,,,,,,,,
2137,CaRD Regimen,,1.0,1.0,,,,,,,,,
2138,Card (document),,1.0,1.0,,,,,,,,,
2139,Card - Blister Pack,,1.0,1.0,,,,,,,,,
2140,Data Card,,1.0,1.0,,,,,,,,,
2141,Medical,,2.0,1.0,,,,,,1.0,,,
2142,Medical referral type,,2.0,1.0,,,,,,1.0,,,
2143,Medical school type,,2.0,1.0,,,,,,1.0,,,
2144,Medical service,,2.0,1.0,,,,,,1.0,,,
2145,Bloody,,1.0,1.0,,,,,,,,,
2146,Hemorrhagic,,1.0,1.0,,,,,,,,,
2147,Cramping sensation quality,,1.0,1.0,,,,,,,,,
2148,Several days,,1.0,1.0,,,,,,,,,
2149,CREST Syndrome,,2.0,1.0,,,,,1.0,,,,
2150,Crest,,2.0,1.0,,,,,1.0,,,,
2151,Ridging,,2.0,1.0,,,,,1.0,,,,
2152,crest - location,,2.0,1.0,,,,,1.0,,,,
2153,Lactobacillus acidophilus,,1.0,1.0,,,,,,,,,
2154,Probiotic Acidophilus,,1.0,1.0,,,,,,,,,
2155,Traction table,,1.0,1.0,,,,,,,,,
2156,Candidate,,1.0,1.0,,,,,,,,,
2157,Needs,,1.0,1.0,,,,,,,,,
2158,ASAP - priority,,1.0,1.0,,,,,,,,,
2159,Alcohol Safety Action Program,,1.0,1.0,,,,,,,,,
2160,Atypical Small Acinar Proliferation of the Prostate Gland,,1.0,1.0,,,,,,,,,
2161,Patient need for (contextual qualifier),,1.0,1.0,,,,,,,,,
2162,GDC Tissue or Organ of Origin Terminology,,3.0,1.0,,2.0,,,,,,,
2163,Burn injury,,1.0,1.0,,,,,,,,,
2164,Alcoholic Intoxication,,1.0,1.0,,,,,,,,,
2165,Acute alcoholic intoxication,,1.0,1.0,,,,,,,,,
2166,Alcoholic beverage heavy drinker,,1.0,1.0,,,,,,,,,
2167,Amnesia,,3.0,2.0,,1.0,,,,,,,
2168,Memory Loss,,3.0,2.0,,1.0,,,,,,,
2169,Downward,,4.0,2.0,,1.0,,,,,1.0,,
2170,25 pounds,,1.0,1.0,,,,,,,,,
2171,Postpartum Period,,1.0,1.0,,,,,,,,,
2172,Chance,,1.0,1.0,,,,,,,,,
2173,Live - Specimen Condition,,1.0,1.0,,,,,,,,,
2174,Reside,,1.0,1.0,,,,,,,,,
2175,Pharmacologic Substance,,1.0,1.0,,,,,,,,,
2176,alcohol problem,,1.0,1.0,,,,,,,,,
2177,Bullying,,2.0,1.0,,1.0,,,,,,,
2178,Health Insurance,,1.0,1.0,,,,,,,,,
2179,Private Health Insurance,,1.0,1.0,,,,,,,,,
2180,Finance,,1.0,1.0,,,,,,,,,
2181,Lacking,,3.0,1.0,,1.0,,,,1.0,,,
2182,Deafness,,1.0,1.0,,,,,,,,,
2183,Etiology aspects,,3.0,2.0,,,,,,,,,1.0
2184,"Hearing Loss, Partial",,1.0,1.0,,,,,,,,,
2185,Kidney problem,,1.0,1.0,,,,,,,,,
2186,Science of Etiology,,3.0,2.0,,,,,,,,,1.0
2187,3 times,,1.0,1.0,,,,,,,,,
2188,Negative,,2.0,1.0,,,,,,,,1.0,
2189,Negative - answer,,3.0,1.0,,,,,,,,1.0,1.0
2190,Negative Charge,,2.0,1.0,,,,,,,,1.0,
2191,Negative Finding,,2.0,1.0,,,,,,,,1.0,
2192,Negative Number,,2.0,1.0,,,,,,,,1.0,
2193,Grandmother,,1.0,1.0,,,,,,,,,
2194,Eating,,1.0,1.0,,,,,,,,,
2195,Usually Need Help from Another Person for Eating,,1.0,1.0,,,,,,,,,
2196,amsonic acid,,3.0,1.0,,,,,,,1.0,1.0,
2197,Monday,,2.0,1.0,,,,,,,,1.0,
2198,Dose Expansion Cohort,,1.0,1.0,,,,,,,,,
2199,List,,2.0,1.0,,1.0,,,,,,,
2200,Sequence Data Type,,2.0,1.0,,1.0,,,,,,,
2201,CD4 Count determination procedure,,1.0,1.0,,,,,,,,,
2202,CTCAE CD4 count,,1.0,1.0,,,,,,,,,
2203,husband,,6.0,1.0,1.0,1.0,2.0,,,,,,1.0
2204,friend,,5.0,2.0,,1.0,,1.0,,,,1.0,
2205,Home environment,,7.0,2.0,1.0,,3.0,,,,,1.0,
2206,House (environment),,4.0,1.0,1.0,,2.0,,,,,,
2207,Relationship - Friend,,5.0,2.0,,1.0,,1.0,,,,1.0,
2208,Nothing,,8.0,3.0,,1.0,1.0,,,,,1.0,2.0
2209,Guilt,,1.0,1.0,,,,,,,,,
2210,How True Feel Guilty Right Now,,1.0,1.0,,,,,,,,,
2211,CDISC SEND Laboratory Animal Strain Terminology,,1.0,1.0,,,,,,,,,
2212,Emotional Strain,,1.0,1.0,,,,,,,,,
2213,Microbiology subtype strains,,1.0,1.0,,,,,,,,,
2214,Muscle strain,,1.0,1.0,,,,,,,,,
2215,Nature of Abnormal Testing - Strain,,1.0,1.0,,,,,,,,,
2216,liposarcoma,,1.0,1.0,,,,,,,,,
2217,Adult Liposarcoma,,1.0,1.0,,,,,,,,,
2218,Childhood Liposarcoma,,1.0,1.0,,,,,,,,,
2219,End-stage,,2.0,1.0,,,1.0,,,,,,
2220,Terminal (end postition),,1.0,1.0,,,,,,,,,
2221,Terminal Device,,1.0,1.0,,,,,,,,,
2222,Eyeglasses,,2.0,1.0,,,,,,,,,1.0
2223,Yellow color,,2.0,1.0,,,,,,,,1.0,
2224,Extrinsic,,3.0,1.0,,1.0,,,,,,1.0,
2225,Specimen Source Codes - Ear,,3.0,1.0,,1.0,,,,,,1.0,
2226,SpecimenType - Ear,,3.0,1.0,,1.0,,,,,,1.0,
2227,Body tissue,,2.0,1.0,,,,1.0,,,,,
2228,Tissue Specimen Code,,2.0,1.0,,,,1.0,,,,,
2229,Indication of (contextual qualifier),,1.0,1.0,,,,,,,,,
2230,Dysthymic Disorder,,1.0,1.0,,,,,,,,,
2231,Closure by suture,,1.0,1.0,,,,,,,,,
2232,Specimen Source Codes - Suture,,1.0,1.0,,,,,,,,,
2233,Surgical sutures,,1.0,1.0,,,,,,,,,
2234,Suture Device,,1.0,1.0,,,,,,,,,
2235,Suture Dosage Form,,1.0,1.0,,,,,,,,,
2236,Suture Joint,,1.0,1.0,,,,,,,,,
2237,Mother (person),,3.0,2.0,,,,,1.0,,,,
2238,Relationship - Mother,,3.0,2.0,,,,,1.0,,,,
2239,Woman,,4.0,1.0,1.0,1.0,,,,,,,1.0
2240,Female child,,4.0,1.0,1.0,1.0,,,,,,,1.0
2241,3 Hours,,1.0,1.0,,,,,,,,,
2242,Address type - Home,,3.0,1.0,,,1.0,,,,,1.0,
2243,City:Location:Point in time:^Patient:Nominal,,1.0,1.0,,,,,,,,,
2244,Organization unit type - Home,,3.0,1.0,,,1.0,,,,,1.0,
2245,Person location type - Home,,3.0,1.0,,,1.0,,,,,1.0,
2246,Visit User Code - Home,,3.0,1.0,,,1.0,,,,,1.0,
2247,home health encounter,,3.0,1.0,,,1.0,,,,,1.0,
2248,"Carcinoma, Ovarian Epithelial",,3.0,1.0,,,,,,,,1.0,1.0
2249,Malignant neoplasm of ovary,,3.0,1.0,,,,,,,,1.0,1.0
2250,Precision - year,,2.0,1.0,,1.0,,,,,,,
2251,Transaction counts and value totals - year,,2.0,1.0,,1.0,,,,,,,
2252,Drooling,,1.0,1.0,,,,,,,,,
2253,Can Do Very Well,,1.0,1.0,,,,,,,,,
2254,Describes Very Well,,1.0,1.0,,,,,,,,,
2255,Very Well,,1.0,1.0,,,,,,,,,
2256,Very good (qualifier value),,1.0,1.0,,,,,,,,,
2257,irrational,,1.0,1.0,,,,,,,,,
2258,DEPRESSION SUICIDAL,,2.0,1.0,1.0,,,,,,,,
2259,Boyfriend,,3.0,3.0,,,,,,,,,
2260,Son (person),,6.0,2.0,1.0,1.0,2.0,,,,,,
2261,Hyperventilation,,1.0,1.0,,,,,,,,,
2262,Nervousness,,3.0,1.0,,2.0,,,,,,,
2263,Nervous - anatomy qualifier,,2.0,1.0,,1.0,,,,,,,
2264,error,,2.0,1.0,,1.0,,,,,,,
2265,Inhaler,,2.0,1.0,,1.0,,,,,,,
2266,Course,,1.0,1.0,,,,,,,,,
2267,Lung Problem,,1.0,1.0,,,,,,,,,
2268,Happiness,,2.0,1.0,,,1.0,,,,,,
2269,Adjacent,,2.0,1.0,,,1.0,,,,,,
2270,Following,,2.0,1.0,,,1.0,,,,,,
2271,One day,,2.0,1.0,,,1.0,,,,,,
2272,Then,,3.0,1.0,,,1.0,,,,,,1.0
2273,next - HtmlLinkType,,2.0,1.0,,,1.0,,,,,,
2274,Object Relationship,,3.0,1.0,,1.0,,,,,,,1.0
2275,CDISC Relationship Class,,3.0,1.0,,1.0,,,,,,,1.0
2276,Concept Relationship,,3.0,1.0,,1.0,,,,,,,1.0
2277,care of - AddressPartType,,1.0,1.0,,,,,,,,,
2278,Vertigo as late effect of cerebrovascular disease,,1.0,1.0,,,,,,,,,
2279,"Vertigo, CTCAE",,1.0,1.0,,,,,,,,,
2280,Certain (qualifier value),,3.0,1.0,,1.0,,,,,1.0,,
2281,Only - dosing instruction fragment,,7.0,1.0,,,,3.0,,,,1.0,2.0
2282,SURE Test,,2.0,1.0,,,,,,,1.0,,
2283,around,,4.0,1.0,,3.0,,,,,,,
2284,Forcible intercourse,,1.0,1.0,,,,,,,,,
2285,anaemic,,1.0,1.0,,,,,,,,,
2286,Love,,2.0,1.0,1.0,,,,,,,,
2287,College,,1.0,1.0,,,,,,,,,
2288,Before - dosing instruction fragment,,3.0,1.0,,1.0,,,,,1.0,,
2289,Subject's Feelings,,1.0,1.0,,,,,,,,,
2290,Boys,,2.0,2.0,,,,,,,,,
2291,Towards,,2.0,1.0,,1.0,,,,,,,
2292,Fertilization in Vitro,,1.0,1.0,,,,,,,,,
2293,Assisted Reproductive Technologies,,1.0,1.0,,,,,,,,,
2294,"Ventricular Fibrillation, Paroxysmal Familial, 1",,1.0,1.0,,,,,,,,,
2295,Felt Lonely,,1.0,1.0,,,,,,,,,
2296,Grief reaction,,1.0,1.0,,,,,,,,,
2297,Female genital injuries,,1.0,1.0,,,,,,,,,
2298,Male Genital Injuries,,1.0,1.0,,,,,,,,,
2299,trauma qualifier,,3.0,2.0,,,,,,,,,1.0
2300,urologic injuries,,1.0,1.0,,,,,,,,,
2301,Feel Tired question,,2.0,1.0,,1.0,,,,,,,
2302,Feeling tired,,2.0,1.0,,1.0,,,,,,,
2303,Injury cause,,2.0,1.0,,,,,,,,1.0,
2304,Injury cause:Type:Point in time:^Patient:Nominal,,2.0,1.0,,,,,,,,1.0,
2305,Fibroid Tumor,,1.0,1.0,,,,,,,,,
2306,Injection,,3.0,1.0,,,1.0,,,,,1.0,
2307,Ankle edema (finding),,1.0,1.0,,,,,,,,,
2308,Fine - adjective,,5.0,1.0,1.0,,,,,,1.0,,2.0
2309,Parenteral dosage form,,1.0,1.0,,,,,,,,,
2310,Place,,1.0,1.0,,,,,,,,,
2311,Place - dosing instruction imperative,,1.0,1.0,,,,,,,,,
2312,Placement action,,1.0,1.0,,,,,,,,,
2313,put - instruction imperative,,1.0,1.0,,,,,,,,,
2314,Cancer Patient,,2.0,1.0,,1.0,,,,,,,
2315,FORMER,,2.0,1.0,,1.0,,,,,,,
2316,Previous,,2.0,1.0,,1.0,,,,,,,
2317,Anorexia Nervosa,,1.0,1.0,,,,,,,,,
2318,Tonsillitis,,1.0,1.0,,,,,,,,,
2319,Gland,,1.0,1.0,,,,,,,,,
2320,Gender,,4.0,1.0,,,,1.0,,,2.0,,
2321,Sex Behavior,,4.0,1.0,,,,1.0,,,2.0,,
2322,sex,,4.0,1.0,,,,1.0,,,2.0,,
2323,CDISC SDTM Sex of Individual Terminology,,4.0,1.0,,,,1.0,,,2.0,,
2324,Gender:Type:Point in time:^Patient:Nominal,,4.0,1.0,,,,1.0,,,2.0,,
2325,Divorce,,2.0,1.0,,,,,,,1.0,,
2326,Divorced state,,2.0,1.0,,,,,,,1.0,,
2327,2 Months,,2.0,1.0,,,,1.0,,,,,
2328,Girlfriend,,5.0,1.0,,1.0,1.0,,,,1.0,1.0,
2329,Kissing,,1.0,1.0,,,,,,,,,
2330,2 Weeks,,1.0,1.0,,,,,,,,,
2331,At home,,1.0,1.0,,,,,,,,,
2332,Contents,,1.0,1.0,,,,,,,,,
2333,Feeling content,,1.0,1.0,,,,,,,,,
2334,Role Class - content,,1.0,1.0,,,,,,,,,
2335,Sagittal Abdominal Diameter,,1.0,1.0,,,,,,,,,
2336,Seasonal Affective Disorder,,1.0,1.0,,,,,,,,,
2337,Due to,,1.0,1.0,,,,,,,,,
2338,Sad mood,,1.0,1.0,,,,,,,,,
2339,"Epilepsy, Temporal Lobe",,1.0,1.0,,,,,,,,,
2340,Human parvovirus,,4.0,1.0,,1.0,,,,,1.0,1.0,
2341,Parvovirus B19 (disease),,4.0,1.0,,1.0,,,,,1.0,1.0,
2342,Packaging Tube,,1.0,1.0,,,,,,,,,
2343,biomedical tube device,,1.0,1.0,,,,,,,,,
2344,tube,,1.0,1.0,,,,,,,,,
2345,Musculoskeletal Pain,,1.0,1.0,,,,,,,,,
2346,Flomax,,1.0,,1.0,,,,,,,,
2347,"Marriage, life event",,2.0,,2.0,,,,,,,,
2348,Precision - day,,3.0,,2.0,,,,,,,1.0,
2349,Success,,1.0,,1.0,,,,,,,,
2350,Successful,,1.0,,1.0,,,,,,,,
2351,Transaction counts and value totals - day,,3.0,,2.0,,,,,,,1.0,
2352,Occupied,,1.0,,1.0,,,,,,,,
2353,Awareness,,1.0,,1.0,,,,,,,,
2354,DEFINITION - NCI Thesaurus Property,,1.0,,1.0,,,,,,,,
2355,Definition,,1.0,,1.0,,,,,,,,
2356,Definition (core metadata concept),,1.0,,1.0,,,,,,,,
2357,Reliable,,1.0,,1.0,,,,,,,,
2358,definition - ActMoodCompletionTrack,,1.0,,1.0,,,,,,,,
2359,Bypass Surgery,,1.0,,1.0,,,,,,,,
2360,Seasonal course,,1.0,,1.0,,,,,,,,
2361,Beta (qualifier),,1.0,,1.0,,,,,,,,
2362,Beta greek letter,,1.0,,1.0,,,,,,,,
2363,Homo sapiens,,1.0,,1.0,,,,,,,,
2364,Male population group,,1.0,,1.0,,,,,,,,
2365,Man Chinese,,1.0,,1.0,,,,,,,,
2366,Remeron,,1.0,,1.0,,,,,,,,
2367,Walking (activity),,1.0,,1.0,,,,,,,,
2368,Breath Actuated Nebulizer,,1.0,,1.0,,,,,,,,
2369,prohibition,,1.0,,1.0,,,,,,,,
2370,Healthy,,1.0,,1.0,,,,,,,,
2371,Married (finding),,1.0,,1.0,,,,,,,,
2372,"BID protein, human",,1.0,,1.0,,,,,,,,
2373,Episode of,,2.0,,,1.0,,,,,,1.0,
2374,Middle,,3.0,,,2.0,,,,,,1.0,
2375,Midline (qualifier value),,2.0,,,2.0,,,,,,,
2376,Structure of median lobe of prostate,,2.0,,,2.0,,,,,,,
2377,Table Cell Vertical Align - middle,,2.0,,,2.0,,,,,,,
2378,Egg Food Product,,2.0,,,1.0,,,1.0,,,,
2379,egg (chicken) allergenic extract,,1.0,,,1.0,,,,,,,
2380,egg - non-drug agent,,1.0,,,1.0,,,,,,,
2381,egg extract,,1.0,,,1.0,,,,,,,
2382,grasp,,1.0,,,1.0,,,,,,,
2383,Worst,,2.0,,,1.0,,1.0,,,,,
2384,Documents,,5.0,,,2.0,2.0,,,,1.0,,
2385,Hair,,1.0,,,1.0,,,,,,,
2386,Hair Specimen,,1.0,,,1.0,,,,,,,
2387,Hair Specimen Code,,1.0,,,1.0,,,,,,,
2388,gene therapy,,2.0,,,1.0,,,,,,1.0,
2389,Genetic,,2.0,,,1.0,,,,,,1.0,
2390,Infrequent,,3.0,,,2.0,,,,,,1.0,
2391,Rare,,2.0,,,1.0,,,,,,1.0,
2392,Hospital specialist,,2.0,,,2.0,,,,,,,
2393,Tattoo,,1.0,,,1.0,,,,,,,
2394,Tattoo disorder,,1.0,,,1.0,,,,,,,
2395,Infections of musculoskeletal system,,1.0,,,1.0,,,,,,,
2396,Infections:-:Point in time:^Patient:-,,1.0,,,1.0,,,,,,,
2397,Long,,1.0,,,1.0,,,,,,,
2398,Long Variable,,1.0,,,1.0,,,,,,,
2399,Physical Examination,,1.0,,,1.0,,,,,,,
2400,Physical,,1.0,,,1.0,,,,,,,
2401,Physical assessment findings,,1.0,,,1.0,,,,,,,
2402,Physical or Textual Reference to Actual Test or Parameter,,1.0,,,1.0,,,,,,,
2403,Physical restraint equipment (device),,1.0,,,1.0,,,,,,,
2404,threat,,1.0,,,1.0,,,,,,,
2405,FEVER HIGH (finding),,1.0,,,1.0,,,,,,,
2406,Urticaria,,2.0,,,1.0,,,,,,1.0,
2407,Does move,,1.0,,,1.0,,,,,,,
2408,Moved from,,1.0,,,1.0,,,,,,,
2409,Moved to,,1.0,,,1.0,,,,,,,
2410,Moving,,1.0,,,1.0,,,,,,,
2411,Relocation of home or business,,1.0,,,1.0,,,,,,,
2412,Intake,,1.0,,,1.0,,,,,,,
2413,Definitely Related to Intervention,,1.0,,,1.0,,,,,,,
2414,Fertility problem,,1.0,,,1.0,,,,,,,
2415,Tooth Loss,,1.0,,,1.0,,,,,,,
2416,Behavior,,1.0,,,1.0,,,,,,,
2417,Behavior:-:Point in time:^Patient:-,,1.0,,,1.0,,,,,,,
2418,Wrong,,8.0,,,1.0,2.0,,,,1.0,3.0,1.0
2419,Spasmodic movement,,1.0,,,1.0,,,,,,,
2420,Lupron,,1.0,,,1.0,,,,,,,
2421,Excruciating pain,,1.0,,,1.0,,,,,,,
2422,Neck Pain Score 10,,1.0,,,1.0,,,,,,,
2423,Gestational trophoblastic disease,,1.0,,,1.0,,,,,,,
2424,Episodic,,1.0,,,1.0,,,,,,,
2425,Recurrent,,1.0,,,1.0,,,,,,,
2426,Allergy testing,,1.0,,,1.0,,,,,,,
2427,Encounter due to diagnostic skin or sensitization test,,1.0,,,1.0,,,,,,,
2428,In vivo test of hypersensitivity,,1.0,,,1.0,,,,,,,
2429,Appetite Quality Question,,1.0,,,1.0,,,,,,,
2430,Chest pressure,,1.0,,,1.0,,,,,,,
2431,Desire for food,,1.0,,,1.0,,,,,,,
